series_id,transform_type
sub-S03281_ses-E16525_acq-2_run-1_bp-chest_ct,type_1
sub-S03281_ses-E16525_acq-2_run-3_bp-chest_ct,type_1
sub-S03283_ses-E18034_acq-1_run-1_bp-chest_ct,type_1
sub-S03283_ses-E18034_acq-1_run-3_bp-chest_ct,type_1
sub-S03283_ses-E18034_acq-2_run-1_bp-chest_ct,type_1
sub-S03283_ses-E18034_acq-2_run-3_bp-chest_ct,type_1
sub-S03289_ses-E06471_acq-1_run-1_bp-chest_ct,type_1
sub-S03289_ses-E06471_acq-2_run-1_bp-chest_ct,type_1
sub-S03299_ses-E16796_acq-1_run-11_bp-chest_ct,type_1
sub-S03299_ses-E16796_acq-1_run-1_bp-chest_ct,type_1
sub-S03299_ses-E16796_acq-1_run-4_bp-chest_ct,type_1
sub-S03299_ses-E16796_acq-2_run-11_bp-chest_ct,type_1
sub-S03299_ses-E16796_acq-2_run-1_bp-chest_ct,type_1
sub-S03299_ses-E16796_acq-2_run-4_bp-chest_ct,type_1
sub-S03337_ses-E16951_acq-1_run-1_bp-chest_ct,type_1
sub-S03337_ses-E16951_acq-1_run-3_bp-chest_ct,type_1
sub-S03337_ses-E16951_acq-2_run-1_bp-chest_ct,type_1
sub-S03337_ses-E16951_acq-2_run-3_bp-chest_ct,type_1
sub-S03365_ses-E06669_acq-1_run-1_bp-chest_ct,type_1
sub-S03365_ses-E06669_acq-2_run-1_bp-chest_ct,type_1
sub-S03418_ses-E17685_run-1_bp-chest_ct,type_1
sub-S03418_ses-E17685_run-3_bp-chest_ct,type_1
sub-S03481_ses-E17008_acq-1_run-1_bp-chest_ct,type_1
sub-S03481_ses-E17008_acq-1_run-3_bp-chest_ct,type_1
sub-S03481_ses-E17008_acq-2_run-1_bp-chest_ct,type_1
sub-S03481_ses-E17008_acq-2_run-3_bp-chest_ct,type_1
sub-S03514_ses-E26908_acq-1_run-1_bp-chest_ct,type_1
sub-S03514_ses-E26908_acq-1_run-3_bp-chest_ct,type_1
sub-S03514_ses-E26908_acq-2_run-1_bp-chest_ct,type_1
sub-S03514_ses-E26908_acq-2_run-3_bp-chest_ct,type_1
sub-S03527_ses-E18599_acq-1_run-1_bp-chest_ct,type_1
sub-S03527_ses-E18599_acq-1_run-4_bp-chest_ct,type_1
sub-S03527_ses-E18599_acq-2_run-1_bp-chest_ct,type_1
sub-S03527_ses-E18599_acq-2_run-4_bp-chest_ct,type_1
sub-S03533_ses-E07183_acq-1_run-1_bp-chest_ct,type_1
sub-S03533_ses-E07183_acq-1_run-2_bp-chest_ct,type_1
sub-S03541_ses-E21641_acq-1_run-1_bp-chest_ct,type_1
sub-S03541_ses-E21641_acq-1_run-8_bp-chest_ct,type_1
sub-S03541_ses-E21641_acq-2_run-1_bp-chest_ct,type_1
sub-S03541_ses-E21641_acq-2_run-8_bp-chest_ct,type_1
sub-S03541_ses-E21641_run-4_bp-chest_ct,type_1
sub-S03545_ses-E07207_run-3_bp-chest_ct,type_1
sub-S03556_ses-E07866_run-4_bp-chest_ct,type_1
sub-S03567_ses-E17001_acq-1_run-1_bp-chest_ct,type_1
sub-S03567_ses-E17001_acq-1_run-3_bp-chest_ct,type_1
sub-S03567_ses-E17001_acq-2_run-1_bp-chest_ct,type_1
sub-S03567_ses-E17001_acq-2_run-3_bp-chest_ct,type_1
sub-S03610_ses-E07477_acq-1_run-3_bp-chest_ct,type_1
sub-S03610_ses-E22854_acq-2_run-3_bp-chest_ct,type_1
sub-S03631_ses-E17713_acq-1_run-1_bp-chest_ct,type_1
sub-S03631_ses-E17713_acq-2_run-1_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-1_run-10_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-1_run-13_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-1_run-14_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-1_run-1_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-1_run-2_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-1_run-7_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-2_run-10_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-2_run-13_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-2_run-14_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-2_run-1_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-2_run-2_bp-chest_ct,type_1
sub-S03643_ses-E18712_acq-2_run-7_bp-chest_ct,type_1
sub-S03665_ses-E07543_acq-1_run-1_bp-chest_ct,type_1
sub-S03710_ses-E07525_run-1_bp-chest_ct,type_1
sub-S03751_ses-E07939_acq-1_run-1_bp-chest_ct,type_1
sub-S03751_ses-E07939_acq-1_run-3_bp-chest_ct,type_1
sub-S03751_ses-E07939_acq-2_run-1_bp-chest_ct,type_1
sub-S03751_ses-E07939_acq-2_run-3_bp-chest_ct,type_1
sub-S03798_ses-E07663_run-5_bp-chest_ct,type_1
sub-S03802_ses-E08466_run-1_bp-chest_ct,type_1
sub-S03825_ses-E07697_run-2_bp-chest_ct,type_1
sub-S03860_ses-E07811_acq-1_run-7_bp-chest_ct,type_1
sub-S03860_ses-E07811_acq-2_run-7_bp-chest_ct,type_1
sub-S03894_ses-E07927_run-1_bp-chest_ct,type_1
sub-S03910_ses-E17986_run-1_bp-chest_ct,type_1
sub-S03922_ses-E16175_run-2_bp-chest_ct,type_1
sub-S03953_ses-E08107_run-2_bp-chest_ct,type_1
sub-S03953_ses-E08107_run-9_bp-chest_ct,type_1
sub-S03953_ses-E08981_run-3_bp-chest_ct,type_1
sub-S03970_ses-E08126_run-4_bp-chest_ct,type_1
sub-S04054_ses-E08227_run-3_bp-chest_ct,type_1
sub-S04114_ses-E08817_acq-1_run-2_bp-chest_ct,type_1
sub-S04114_ses-E08817_acq-1_run-9_bp-chest_ct,type_1
sub-S04114_ses-E08817_acq-2_run-2_bp-chest_ct,type_1
sub-S04114_ses-E08817_acq-2_run-9_bp-chest_ct,type_1
sub-S04128_ses-E08331_run-4_bp-chest_ct,type_1
sub-S04231_ses-E08827_run-10_bp-chest_ct,type_1
sub-S04243_ses-E08488_run-2_bp-chest_ct,type_1
sub-S04243_ses-E08488_run-9_bp-chest_ct,type_1
sub-S04266_ses-E08520_acq-1_run-2_bp-chest_ct,type_1
sub-S04266_ses-E08520_acq-2_run-2_bp-chest_ct,type_1
sub-S04276_ses-E08534_run-2_bp-chest_ct,type_1
sub-S04276_ses-E08534_run-9_bp-chest_ct,type_1
sub-S04423_ses-E08781_run-1_bp-chest_ct,type_1
sub-S04457_ses-E08844_run-6_bp-chest_ct,type_1
sub-S04467_ses-E08876_run-4_bp-chest_ct,type_1
sub-S04503_ses-E22979_run-4_bp-chest_ct,type_1
sub-S09146_ses-E16413_run-1_bp-chest_ct,type_1
sub-S09146_ses-E16413_run-3_bp-chest_ct,type_1
sub-S09329_ses-E16114_run-1_bp-chest_ct,type_1
sub-S09334_ses-E16119_run-1_bp-chest_ct,type_1
sub-S09343_ses-E26640_acq-1_run-3_bp-chest_ct,type_1
sub-S09343_ses-E26640_acq-2_run-3_bp-chest_ct,type_1
sub-S09349_ses-E16139_run-2_bp-chest_ct,type_1
sub-S09351_ses-E20881_acq-2_run-4_bp-chest_ct,type_1
sub-S09351_ses-E20881_acq-2_run-8_bp-chest_ct,type_1
sub-S09361_ses-E21088_acq-1_run-4_bp-chest_ct,type_1
sub-S09361_ses-E21088_acq-2_run-4_bp-chest_ct,type_1
sub-S09365_ses-E16165_acq-2_run-3_bp-chest_ct,type_1
sub-S09366_ses-E20798_run-4_bp-chest_ct,type_1
sub-S09368_ses-E16166_acq-2_run-2_bp-chest_ct,type_1
sub-S09387_ses-E18598_run-2_bp-chest_ct,type_1
sub-S09400_ses-E17055_acq-2_run-4_bp-chest_ct,type_1
sub-S09400_ses-E17055_acq-2_run-5_bp-chest_ct,type_1
sub-S09402_ses-E16207_acq-1_run-1_bp-chest_ct,type_1
sub-S09402_ses-E16207_acq-2_run-1_bp-chest_ct,type_1
sub-S09426_ses-E26965_acq-2_run-2_bp-chest_ct,type_1
sub-S09445_ses-E16260_run-1_bp-chest_ct,type_1
sub-S09445_ses-E16260_run-3_bp-chest_ct,type_1
sub-S09451_ses-E16554_acq-2_run-10_bp-chest_ct,type_1
sub-S09451_ses-E16554_acq-2_run-4_bp-chest_ct,type_1
sub-S09451_ses-E16554_acq-2_run-6_bp-chest_ct,type_1
sub-S09458_ses-E21535_acq-1_run-2_bp-chest_ct,type_1
sub-S09458_ses-E21535_acq-2_run-2_bp-chest_ct,type_1
sub-S09461_ses-E16285_acq-2_run-10_bp-chest_ct,type_1
sub-S09461_ses-E16285_acq-2_run-4_bp-chest_ct,type_1
sub-S09461_ses-E16285_acq-2_run-6_bp-chest_ct,type_1
sub-S09476_ses-E16874_run-1_bp-chest_ct,type_1
sub-S09476_ses-E16874_run-5_bp-chest_ct,type_1
sub-S09482_ses-E16314_run-1_bp-chest_ct,type_1
sub-S09491_ses-E18144_run-4_bp-chest_ct,type_1
sub-S09503_ses-E26076_run-1_bp-chest_ct,type_1
sub-S09503_ses-E26076_run-5_bp-chest_ct,type_1
sub-S09506_ses-E16801_acq-1_run-4_bp-chest_ct,type_1
sub-S09506_ses-E16801_acq-1_run-8_bp-chest_ct,type_1
sub-S09506_ses-E16801_acq-2_run-4_bp-chest_ct,type_1
sub-S09506_ses-E16801_acq-2_run-8_bp-chest_ct,type_1
sub-S09506_ses-E16801_run-1_bp-chest_ct,type_1
sub-S09528_ses-E16716_acq-2_run-2_bp-chest_ct,type_1
sub-S09538_ses-E16382_acq-2_run-2_bp-chest_ct,type_1
sub-S09539_ses-E18238_acq-2_run-8_bp-chest_ct,type_1
sub-S09539_ses-E18649_acq-1_run-1_bp-chest_ct,type_1
sub-S09549_ses-E16396_acq-2_run-4_bp-chest_ct,type_1
sub-S09549_ses-E16396_acq-2_run-5_bp-chest_ct,type_1
sub-S09549_ses-E22886_acq-2_run-4_bp-chest_ct,type_1
sub-S09549_ses-E22886_acq-2_run-5_bp-chest_ct,type_1
sub-S09557_ses-E16404_acq-2_run-3_bp-chest_ct,type_1
sub-S09557_ses-E16404_acq-2_run-4_bp-chest_ct,type_1
sub-S09557_ses-E16404_acq-2_run-6_bp-chest_ct,type_1
sub-S09568_ses-E16419_run-6_bp-chest_ct,type_1
sub-S09571_ses-E18566_acq-2_run-4_bp-chest_ct,type_1
sub-S09571_ses-E18566_acq-2_run-6_bp-chest_ct,type_1
sub-S09572_ses-E16425_acq-2_run-5_bp-chest_ct,type_1
sub-S09575_ses-E16428_run-3_bp-chest_ct,type_1
sub-S09579_ses-E18378_acq-2_run-3_bp-chest_ct,type_1
sub-S09605_ses-E17616_acq-2_run-4_bp-chest_ct,type_1
sub-S09605_ses-E17616_acq-2_run-5_bp-chest_ct,type_1
sub-S09611_ses-E26675_acq-1_run-1_bp-chest_ct,type_1
sub-S09611_ses-E26675_acq-1_run-3_bp-chest_ct,type_1
sub-S09611_ses-E26675_acq-2_run-1_bp-chest_ct,type_1
sub-S09611_ses-E26675_acq-2_run-3_bp-chest_ct,type_1
sub-S09615_ses-E21161_acq-2_run-2_bp-chest_ct,type_1
sub-S09616_ses-E20048_acq-2_run-4_bp-chest_ct,type_1
sub-S09616_ses-E20048_acq-2_run-5_bp-chest_ct,type_1
sub-S09623_ses-E16496_run-3_bp-chest_ct,type_1
sub-S09632_ses-E16509_acq-2_run-2_bp-chest_ct,type_1
sub-S09642_ses-E16530_acq-2_run-2_bp-chest_ct,type_1
sub-S09659_ses-E16557_acq-2_run-4_bp-chest_ct,type_1
sub-S09660_ses-E20311_acq-2_run-3_bp-chest_ct,type_1
sub-S09662_ses-E21227_acq-2_run-2_bp-chest_ct,type_1
sub-S09662_ses-E21227_acq-2_run-4_bp-chest_ct,type_1
sub-S09676_ses-E21614_run-2_bp-chest_ct,type_1
sub-S09680_ses-E20763_acq-1_run-12_bp-chest_ct,type_1
sub-S09680_ses-E20763_acq-1_run-1_bp-chest_ct,type_1
sub-S09680_ses-E20763_acq-1_run-5_bp-chest_ct,type_1
sub-S09694_ses-E20809_acq-2_run-4_bp-chest_ct,type_1
sub-S09694_ses-E20809_acq-2_run-5_bp-chest_ct,type_1
sub-S09708_ses-E21936_acq-2_run-3_bp-chest_ct,type_1
sub-S09708_ses-E23814_acq-2_run-2_bp-chest_ct,type_1
sub-S09708_ses-E23814_acq-2_run-4_bp-chest_ct,type_1
sub-S09720_ses-E22255_acq-2_run-4_bp-chest_ct,type_1
sub-S09720_ses-E22255_acq-2_run-5_bp-chest_ct,type_1
sub-S09744_ses-E22624_acq-1_run-1_bp-chest_ct,type_1
sub-S09754_ses-E22857_acq-2_run-2_bp-chest_ct,type_1
sub-S09757_ses-E16726_acq-2_run-4_bp-chest_ct,type_1
sub-S09757_ses-E16726_acq-2_run-5_bp-chest_ct,type_1
sub-S09757_ses-E27082_acq-2_run-4_bp-chest_ct,type_1
sub-S09757_ses-E27082_acq-2_run-5_bp-chest_ct,type_1
sub-S09762_ses-E21945_acq-1_run-4_bp-chest_ct,type_1
sub-S09762_ses-E21945_acq-1_run-5_bp-chest_ct,type_1
sub-S09762_ses-E21945_acq-2_run-6_bp-chest_ct,type_1
sub-S09762_ses-E25891_acq-1_run-1_bp-chest_ct,type_1
sub-S09766_ses-E23044_acq-2_run-4_bp-chest_ct,type_1
sub-S09767_ses-E16741_acq-2_run-2_bp-chest_ct,type_1
sub-S09767_ses-E16741_acq-2_run-4_bp-chest_ct,type_1
sub-S09774_ses-E16758_acq-2_run-2_bp-chest_ct,type_1
sub-S09796_ses-E16788_acq-2_run-4_bp-chest_ct,type_1
sub-S09796_ses-E16788_acq-2_run-5_bp-chest_ct,type_1
sub-S09803_ses-E17904_acq-2_run-3_bp-chest_ct,type_1
sub-S09815_ses-E22843_acq-2_run-4_bp-chest_ct,type_1
sub-S09815_ses-E22843_acq-2_run-5_bp-chest_ct,type_1
sub-S09821_ses-E23156_run-2_bp-chest_ct,type_1
sub-S09822_ses-E24996_run-1_bp-chest_ct,type_1
sub-S09837_ses-E16992_acq-1_run-7_bp-chest_ct,type_1
sub-S09837_ses-E16992_acq-2_run-4_bp-chest_ct,type_1
sub-S09837_ses-E24879_acq-1_run-1_bp-chest_ct,type_1
sub-S09840_ses-E18545_acq-2_run-4_bp-chest_ct,type_1
sub-S09840_ses-E18545_acq-2_run-5_bp-chest_ct,type_1
sub-S09863_ses-E16921_acq-2_run-4_bp-chest_ct,type_1
sub-S09863_ses-E16921_acq-2_run-6_bp-chest_ct,type_1
sub-S09863_ses-E17672_acq-2_run-4_bp-chest_ct,type_1
sub-S09863_ses-E17672_acq-2_run-6_bp-chest_ct,type_1
sub-S09863_ses-E24486_acq-2_run-6_bp-chest_ct,type_1
sub-S09917_ses-E20205_acq-2_run-4_bp-chest_ct,type_1
sub-S09917_ses-E20205_acq-2_run-5_bp-chest_ct,type_1
sub-S09934_ses-E20895_acq-2_run-4_bp-chest_ct,type_1
sub-S09934_ses-E20895_acq-2_run-5_bp-chest_ct,type_1
sub-S09937_ses-E17071_acq-2_run-3_bp-chest_ct,type_1
sub-S09942_ses-E17080_acq-2_run-2_bp-chest_ct,type_1
sub-S09969_ses-E17776_run-1_bp-chest_ct,type_1
sub-S09969_ses-E17776_run-3_bp-chest_ct,type_1
sub-S09981_ses-E17154_acq-2_run-4_bp-chest_ct,type_1
sub-S09981_ses-E17154_acq-2_run-6_bp-chest_ct,type_1
sub-S09981_ses-E17154_acq-2_run-7_bp-chest_ct,type_1
sub-S09981_ses-E20461_acq-2_run-10_bp-chest_ct,type_1
sub-S09981_ses-E20461_acq-2_run-4_bp-chest_ct,type_1
sub-S09981_ses-E20461_acq-2_run-6_bp-chest_ct,type_1
sub-S10059_ses-E26894_acq-2_run-2_bp-chest_ct,type_1
sub-S10062_ses-E24146_run-1_bp-chest_ct,type_1
sub-S10076_ses-E19156_acq-2_run-2_bp-chest_ct,type_1
sub-S10115_ses-E20662_acq-2_run-2_bp-chest_ct,type_1
sub-S10251_ses-E17737_run-1_bp-chest_ct,type_1
sub-S10271_ses-E25266_acq-1_run-1_bp-chest_ct,type_1
sub-S10272_ses-E18036_run-3_bp-chest_ct,type_1
sub-S10275_ses-E26724_acq-2_run-2_bp-chest_ct,type_1
sub-S10275_ses-E26724_acq-2_run-3_bp-chest_ct,type_1
sub-S10293_ses-E17816_acq-2_run-2_bp-chest_ct,type_1
sub-S10360_ses-E22329_acq-2_run-4_bp-chest_ct,type_1
sub-S10360_ses-E22329_acq-2_run-5_bp-chest_ct,type_1
sub-S10361_ses-E22367_acq-2_run-3_bp-chest_ct,type_1
sub-S10382_ses-E18338_acq-2_run-5_bp-chest_ct,type_1
sub-S10382_ses-E18338_acq-2_run-8_bp-chest_ct,type_1
sub-S10387_ses-E21822_acq-2_run-4_bp-chest_ct,type_1
sub-S10387_ses-E21822_acq-2_run-6_bp-chest_ct,type_1
sub-S10402_ses-E18040_acq-2_run-2_bp-chest_ct,type_1
sub-S10408_ses-E18052_acq-2_run-3_bp-chest_ct,type_1
sub-S10408_ses-E24550_acq-2_run-3_bp-chest_ct,type_1
sub-S10439_ses-E23913_acq-2_run-2_bp-chest_ct,type_1
sub-S10456_ses-E26090_run-1_bp-chest_ct,type_1
sub-S10459_ses-E18936_acq-2_run-4_bp-chest_ct,type_1
sub-S10459_ses-E18936_acq-2_run-5_bp-chest_ct,type_1
sub-S10474_ses-E26558_acq-2_run-2_bp-chest_ct,type_1
sub-S10483_ses-E18190_acq-2_run-4_bp-chest_ct,type_1
sub-S10483_ses-E18190_acq-2_run-5_bp-chest_ct,type_1
sub-S10535_ses-E20522_acq-2_run-4_bp-chest_ct,type_1
sub-S10535_ses-E20522_acq-2_run-5_bp-chest_ct,type_1
sub-S10567_ses-E21299_acq-1_run-1_bp-chest_ct,type_1
sub-S10567_ses-E21299_acq-1_run-5_bp-chest_ct,type_1
sub-S10567_ses-E21299_acq-2_run-1_bp-chest_ct,type_1
sub-S10567_ses-E21299_acq-2_run-5_bp-chest_ct,type_1
sub-S10567_ses-E21299_run-2_bp-chest_ct,type_1
sub-S10574_ses-E18329_acq-1_run-1_bp-chest_ct,type_1
sub-S10604_ses-E18382_acq-1_run-1_bp-chest_ct,type_1
sub-S10617_ses-E18401_acq-2_run-2_bp-chest_ct,type_1
sub-S10685_ses-E18507_run-1_bp-chest_ct,type_1
sub-S10690_ses-E22867_acq-2_run-3_bp-chest_ct,type_1
sub-S10711_ses-E23093_acq-2_run-4_bp-chest_ct,type_1
sub-S10711_ses-E23093_acq-2_run-5_bp-chest_ct,type_1
sub-S10723_ses-E27065_acq-2_run-2_bp-chest_ct,type_1
sub-S10736_ses-E18626_run-1_bp-chest_ct,type_1
sub-S10744_ses-E18640_run-1_bp-chest_ct,type_1
sub-S10744_ses-E18640_run-5_bp-chest_ct,type_1
sub-S10745_ses-E18644_acq-2_run-1_bp-chest_ct,type_1
sub-S10767_ses-E18700_acq-1_run-4_bp-chest_ct,type_1
sub-S10767_ses-E18700_acq-1_run-6_bp-chest_ct,type_1
sub-S10767_ses-E18700_acq-2_run-3_bp-chest_ct,type_1
sub-S10773_ses-E23117_acq-2_run-2_bp-chest_ct,type_1
sub-S10780_ses-E20212_acq-2_run-4_bp-chest_ct,type_1
sub-S10780_ses-E20212_acq-2_run-5_bp-chest_ct,type_1
sub-S10809_ses-E25607_acq-2_run-2_bp-chest_ct,type_1
sub-S10906_ses-E18992_acq-2_run-3_bp-chest_ct,type_1
sub-S10907_ses-E24534_acq-2_run-2_bp-chest_ct,type_1
sub-S10965_ses-E19180_acq-2_run-3_bp-chest_ct,type_1
sub-S10969_ses-E19949_acq-2_run-3_bp-chest_ct,type_1
sub-S10977_ses-E19214_acq-2_run-2_bp-chest_ct,type_1
sub-S10977_ses-E19214_acq-2_run-4_bp-chest_ct,type_1
sub-S10984_ses-E19229_acq-2_run-4_bp-chest_ct,type_1
sub-S10984_ses-E19229_acq-2_run-6_bp-chest_ct,type_1
sub-S11006_ses-E19269_run-1_bp-chest_ct,type_1
sub-S11006_ses-E19269_run-5_bp-chest_ct,type_1
sub-S11024_ses-E23528_run-1_bp-chest_ct,type_1
sub-S11112_ses-E19527_run-1_bp-chest_ct,type_1
sub-S11112_ses-E19527_run-5_bp-chest_ct,type_1
sub-S11122_ses-E21277_acq-1_run-3_bp-chest_ct,type_1
sub-S11167_ses-E22849_acq-2_run-1_bp-chest_ct,type_1
sub-S11186_ses-E26972_acq-2_run-2_bp-chest_ct,type_1
sub-S11187_ses-E19810_acq-2_run-4_bp-chest_ct,type_1
sub-S11187_ses-E19810_acq-2_run-6_bp-chest_ct,type_1
sub-S11196_ses-E19854_acq-2_run-2_bp-chest_ct,type_1
sub-S11196_ses-E19854_acq-2_run-4_bp-chest_ct,type_1
sub-S11196_ses-E21709_acq-2_run-2_bp-chest_ct,type_1
sub-S11196_ses-E21709_acq-2_run-4_bp-chest_ct,type_1
sub-S11196_ses-E23014_acq-2_run-2_bp-chest_ct,type_1
sub-S11196_ses-E23014_acq-2_run-4_bp-chest_ct,type_1
sub-S11266_ses-E23202_acq-1_run-1_bp-chest_ct,type_1
sub-S11266_ses-E23202_acq-1_run-2_bp-chest_ct,type_1
sub-S11296_ses-E21129_acq-1_run-1_bp-chest_ct,type_1
sub-S11300_ses-E21686_acq-2_run-4_bp-chest_ct,type_1
sub-S11300_ses-E21686_acq-2_run-5_bp-chest_ct,type_1
sub-S11315_ses-E20271_acq-2_run-3_bp-chest_ct,type_1
sub-S11324_ses-E20953_acq-2_run-3_bp-chest_ct,type_1
sub-S11356_ses-E20437_acq-2_run-2_bp-chest_ct,type_1
sub-S11366_ses-E20459_run-7_bp-chest_ct,type_1
sub-S11377_ses-E20496_acq-2_run-2_bp-chest_ct,type_1
sub-S11390_ses-E23921_acq-2_run-3_bp-chest_ct,type_1
sub-S11393_ses-E20528_acq-2_run-4_bp-chest_ct,type_1
sub-S11393_ses-E20528_acq-2_run-6_bp-chest_ct,type_1
sub-S11394_ses-E24235_acq-2_run-3_bp-chest_ct,type_1
sub-S11420_ses-E20656_acq-2_run-1_bp-chest_ct,type_1
sub-S11440_ses-E20738_run-6_bp-chest_ct,type_1
sub-S11493_ses-E20957_run-6_bp-chest_ct,type_1
sub-S11533_ses-E21140_acq-2_run-3_bp-chest_ct,type_1
sub-S11624_ses-E25425_acq-1_run-3_bp-chest_ct,type_1
sub-S11624_ses-E25425_acq-1_run-5_bp-chest_ct,type_1
sub-S11657_ses-E21692_acq-2_run-3_bp-chest_ct,type_1
sub-S11657_ses-E21692_acq-2_run-4_bp-chest_ct,type_1
sub-S11657_ses-E21692_acq-2_run-6_bp-chest_ct,type_1
sub-S11699_ses-E24117_acq-2_run-4_bp-chest_ct,type_1
sub-S11699_ses-E24117_acq-2_run-6_bp-chest_ct,type_1
sub-S11731_ses-E22075_acq-2_run-4_bp-chest_ct,type_1
sub-S11731_ses-E22075_acq-2_run-5_bp-chest_ct,type_1
sub-S11753_ses-E22156_acq-2_run-10_bp-chest_ct,type_1
sub-S11753_ses-E22156_acq-2_run-4_bp-chest_ct,type_1
sub-S11753_ses-E22156_acq-2_run-6_bp-chest_ct,type_1
sub-S11761_ses-E22222_acq-1_run-3_bp-chest_ct,type_1
sub-S11761_ses-E22222_acq-1_run-4_bp-chest_ct,type_1
sub-S11807_ses-E26770_acq-2_run-2_bp-chest_ct,type_1
sub-S11835_ses-E25377_run-1_bp-chest_ct,type_1
sub-S11854_ses-E23972_acq-1_run-1_bp-chest_ct,type_1
sub-S11854_ses-E23972_acq-2_run-1_bp-chest_ct,type_1
sub-S11931_ses-E23207_acq-1_run-1_bp-chest_ct,type_1
sub-S11931_ses-E23207_acq-1_run-3_bp-chest_ct,type_1
sub-S11931_ses-E23207_acq-2_run-1_bp-chest_ct,type_1
sub-S11931_ses-E23207_acq-2_run-3_bp-chest_ct,type_1
sub-S11961_ses-E25819_acq-2_run-3_bp-chest_ct,type_1
sub-S12034_ses-E25784_acq-2_run-10_bp-chest_ct,type_1
sub-S12034_ses-E25784_acq-2_run-4_bp-chest_ct,type_1
sub-S12034_ses-E25784_acq-2_run-6_bp-chest_ct,type_1
sub-S12210_ses-E24175_acq-2_run-2_bp-chest_ct,type_1
sub-S12299_ses-E24467_acq-1_run-1_bp-chest_ct,type_1
sub-S12339_ses-E25125_run-1_bp-chest_ct,type_1
sub-S12339_ses-E25125_run-4_bp-chest_ct,type_1
sub-S12410_ses-E24867_run-1_bp-chest_ct,type_1
sub-S12617_ses-E25836_acq-1_run-1_bp-chest_ct,type_1
sub-S12617_ses-E25836_acq-2_run-1_bp-chest_ct,type_1
sub-S12647_ses-E26207_run-1_bp-chest_ct,type_1
sub-S12741_ses-E26662_run-1_bp-chest_ct,type_1
sub-S12761_ses-E27135_acq-1_run-1_bp-chest_ct,type_1
sub-S12761_ses-E27135_acq-2_run-1_bp-chest_ct,type_1
sub-S12762_ses-E26759_run-3_bp-chest_ct,type_1
sub-S12783_ses-E26863_acq-1_run-1_bp-chest_ct,type_1
sub-S12783_ses-E26863_acq-1_run-3_bp-chest_ct,type_1
sub-S12783_ses-E26863_acq-2_run-1_bp-chest_ct,type_1
