series_id,transform_type
sub-S04576_ses-E13089_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04578_ses-E09046_run-1_bp-chest_ct.jpg,type_1
sub-S04578_ses-E09046_run-6_bp-chest_ct.jpg,type_1
sub-S04578_ses-E14220_run-2_bp-chest_ct.jpg,type_1
sub-S04580_ses-E09048_run-1_bp-chest_ct.jpg,type_1
sub-S04580_ses-E09048_run-3_bp-chest_ct.jpg,type_1
sub-S04583_ses-E09054_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04583_ses-E60135_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04584_ses-E09052_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04584_ses-E09052_acq-1_run-8_bp-chest_ct.jpg,type_1
sub-S04584_ses-E09052_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04584_ses-E09052_acq-2_run-8_bp-chest_ct.jpg,type_1
sub-S04597_ses-E09066_run-2_bp-chest_ct.jpg,type_1
sub-S04597_ses-E09066_run-7_bp-chest_ct.jpg,type_1
sub-S04597_ses-E13111_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04597_ses-E13111_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S04598_ses-E09067_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04598_ses-E09067_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04599_ses-E09068_run-1_bp-chest_ct.jpg,type_1
sub-S04599_ses-E09068_run-3_bp-chest_ct.jpg,type_1
sub-S04601_ses-E09224_run-2_bp-chest_ct.jpg,type_1
sub-S04601_ses-E09224_run-7_bp-chest_ct.jpg,type_1
sub-S04603_ses-E09072_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04603_ses-E09072_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04603_ses-E09072_run-3_bp-chest_ct.jpg,type_1
sub-S04606_ses-E09075_run-4_bp-chest_ct.jpg,type_1
sub-S04606_ses-E11021_run-1_bp-chest_ct.jpg,type_1
sub-S04612_ses-E09082_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04612_ses-E09082_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S04612_ses-E09082_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04612_ses-E09082_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04615_ses-E09085_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04617_ses-E09087_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04617_ses-E09087_acq-1_run-9_bp-chest_ct.jpg,type_1
sub-S04617_ses-E09087_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04617_ses-E09087_acq-2_run-9_bp-chest_ct.jpg,type_1
sub-S04617_ses-E09087_run-7_bp-chest_ct.jpg,type_1
sub-S04617_ses-E09148_run-2_bp-chest_ct.jpg,type_1
sub-S04618_ses-E09088_run-1_bp-chest_ct.jpg,type_1
sub-S04618_ses-E09088_run-3_bp-chest_ct.jpg,type_1
sub-S04619_ses-E09089_run-1_bp-chest_ct.jpg,type_1
sub-S04620_ses-E09090_run-1_bp-chest_ct.jpg,type_1
sub-S04620_ses-E09090_run-3_bp-chest_ct.jpg,type_1
sub-S04623_ses-E09131_run-1_bp-chest_ct.jpg,type_1
sub-S04623_ses-E09131_run-4_bp-chest_ct.jpg,type_1
sub-S04623_ses-E09777_run-3_bp-chest_ct.jpg,type_1
sub-S04623_ses-E09777_run-4_bp-chest_ct.jpg,type_1
sub-S04623_ses-E09777_run-12_bp-chest_ct.jpg,type_1
sub-S04634_ses-E12491_run-1_bp-chest_ct.jpg,type_1
sub-S04634_ses-E12491_run-3_bp-chest_ct.jpg,type_1
sub-S04635_ses-E12290_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04635_ses-E12290_acq-1_run-5_bp-chest_ct.jpg,type_1
sub-S04635_ses-E12290_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04635_ses-E12290_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S04649_ses-E09127_run-2_bp-chest_ct.jpg,type_1
sub-S04649_ses-E09127_run-7_bp-chest_ct.jpg,type_1
sub-S04655_ses-E09135_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04655_ses-E09135_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04655_ses-E12120_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04655_ses-E12120_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04665_ses-E09149_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04665_ses-E09149_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04665_ses-E09149_run-7_bp-chest_ct.jpg,type_1
sub-S04669_ses-E09153_run-1_bp-chest_ct.jpg,type_1
sub-S04669_ses-E09153_run-3_bp-chest_ct.jpg,type_1
sub-S04673_ses-E09463_run-1_bp-chest_ct.jpg,type_1
sub-S04673_ses-E09463_run-2_bp-chest_ct.jpg,type_1
sub-S04673_ses-E09463_run-8_bp-chest_ct.jpg,type_1
sub-S04673_ses-E09463_run-14_bp-chest_ct.jpg,type_1
sub-S04680_ses-E09167_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04680_ses-E09167_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04680_ses-E09167_run-7_bp-chest_ct.jpg,type_1
sub-S04680_ses-E09167_run-9_bp-chest_ct.jpg,type_1
sub-S04685_ses-E09172_run-2_bp-chest_ct.jpg,type_1
sub-S04685_ses-E09172_run-7_bp-chest_ct.jpg,type_1
sub-S04687_ses-E09174_run-7_bp-chest_ct.jpg,type_1
sub-S04688_ses-E09301_acq-1_run-5_bp-chest_ct.jpg,type_1
sub-S04688_ses-E09301_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S04689_ses-E09178_run-1_bp-chest_ct.jpg,type_1
sub-S04689_ses-E09178_run-5_bp-chest_ct.jpg,type_1
sub-S04691_ses-E09180_run-1_bp-chest_ct.jpg,type_1
sub-S04691_ses-E09180_run-5_bp-chest_ct.jpg,type_1
sub-S04715_ses-E09208_run-5_bp-chest_ct.jpg,type_1
sub-S04715_ses-E59914_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04715_ses-E59914_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04716_ses-E09209_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04716_ses-E09209_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S04726_ses-E09219_run-1_bp-chest_ct.jpg,type_1
sub-S04726_ses-E12885_run-4_bp-chest_ct.jpg,type_1
sub-S04728_ses-E09221_run-1_bp-chest_ct.jpg,type_1
sub-S04728_ses-E09221_run-6_bp-chest_ct.jpg,type_1
sub-S04735_ses-E09235_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04735_ses-E09235_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S04735_ses-E09235_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04735_ses-E09235_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04735_ses-E13214_run-1_bp-chest_ct.jpg,type_1
sub-S04735_ses-E13214_run-6_bp-chest_ct.jpg,type_1
sub-S04736_ses-E58903_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04736_ses-E58903_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04738_ses-E60107_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04738_ses-E60107_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04738_ses-E60107_run-8_bp-chest_ct.jpg,type_1
sub-S04741_ses-E09243_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04741_ses-E09243_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S04741_ses-E09243_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04741_ses-E09243_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04743_ses-E09245_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04743_ses-E09245_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04752_ses-E09257_run-1_bp-chest_ct.jpg,type_1
sub-S04752_ses-E09257_run-3_bp-chest_ct.jpg,type_1
sub-S04757_ses-E09265_run-2_bp-chest_ct.jpg,type_1
sub-S04757_ses-E09265_run-7_bp-chest_ct.jpg,type_1
sub-S04760_ses-E09268_run-5_bp-chest_ct.jpg,type_1
sub-S04760_ses-E09268_run-6_bp-chest_ct.jpg,type_1
sub-S04763_ses-E58976_acq-1_run-4_bp-chest_ct.jpg,type_1
sub-S04763_ses-E58976_acq-1_run-7_bp-chest_ct.jpg,type_1
sub-S04763_ses-E58976_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04763_ses-E58976_acq-2_run-7_bp-chest_ct.jpg,type_1
sub-S04763_ses-E58977_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04763_ses-E58977_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04763_ses-E58977_run-5_bp-chest_ct.jpg,type_1
sub-S04769_ses-E09808_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04769_ses-E09808_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04769_ses-E09808_run-8_bp-chest_ct.jpg,type_1
sub-S04772_ses-E09284_run-2_bp-chest_ct.jpg,type_1
sub-S04773_ses-E09285_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04773_ses-E09285_acq-1_run-7_bp-chest_ct.jpg,type_1
sub-S04773_ses-E09285_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04773_ses-E09285_acq-2_run-7_bp-chest_ct.jpg,type_1
sub-S04774_ses-E59966_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04774_ses-E59966_acq-1_run-5_bp-chest_ct.jpg,type_1
sub-S04774_ses-E59966_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04774_ses-E59966_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S04778_ses-E09290_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04778_ses-E09290_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04778_ses-E09290_run-8_bp-chest_ct.jpg,type_1
sub-S04778_ses-E14110_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04778_ses-E14110_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S04786_ses-E09298_acq-1_run-9_bp-chest_ct.jpg,type_1
sub-S04786_ses-E09298_acq-2_run-9_bp-chest_ct.jpg,type_1
sub-S04786_ses-E09298_run-4_bp-chest_ct.jpg,type_1
sub-S04788_ses-E09300_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04788_ses-E09300_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04788_ses-E09300_run-7_bp-chest_ct.jpg,type_1
sub-S04788_ses-E09300_run-9_bp-chest_ct.jpg,type_1
sub-S04793_ses-E09306_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04794_ses-E09307_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04794_ses-E09307_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04794_ses-E09307_run-8_bp-chest_ct.jpg,type_1
sub-S04796_ses-E12052_run-3_bp-chest_ct.jpg,type_1
sub-S04805_ses-E09318_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04805_ses-E09318_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04805_ses-E09318_run-8_bp-chest_ct.jpg,type_1
sub-S04828_ses-E09692_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04828_ses-E09692_acq-1_run-4_bp-chest_ct.jpg,type_1
sub-S04828_ses-E09692_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04828_ses-E09692_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04839_ses-E09359_run-1_bp-chest_ct.jpg,type_1
sub-S04849_ses-E10412_run-2_bp-chest_ct.jpg,type_1
sub-S04849_ses-E10412_run-8_bp-chest_ct.jpg,type_1
sub-S04855_ses-E10594_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04855_ses-E10594_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04855_ses-E50800_run-1_bp-chest_ct.jpg,type_1
sub-S04857_ses-E09381_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04857_ses-E09381_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S04857_ses-E09381_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04857_ses-E09381_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04862_ses-E09386_run-1_bp-chest_ct.jpg,type_1
sub-S04862_ses-E09386_run-5_bp-chest_ct.jpg,type_1
sub-S04866_ses-E09392_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04866_ses-E09392_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04866_ses-E09392_acq-1_run-9_bp-chest_ct.jpg,type_1
sub-S04866_ses-E09392_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04866_ses-E09392_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04866_ses-E09392_acq-2_run-9_bp-chest_ct.jpg,type_1
sub-S04867_ses-E09393_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04867_ses-E09393_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04878_ses-E09406_run-1_bp-chest_ct.jpg,type_1
sub-S04881_ses-E09410_run-1_bp-chest_ct.jpg,type_1
sub-S04881_ses-E09410_run-5_bp-chest_ct.jpg,type_1
sub-S04884_ses-E11442_run-1_bp-chest_ct.jpg,type_1
sub-S04884_ses-E11442_run-5_bp-chest_ct.jpg,type_1
sub-S04885_ses-E14081_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04885_ses-E14081_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S04887_ses-E09784_run-2_bp-chest_ct.jpg,type_1
sub-S04887_ses-E09784_run-7_bp-chest_ct.jpg,type_1
sub-S04888_ses-E58984_run-1_bp-chest_ct.jpg,type_1
sub-S04888_ses-E58984_run-5_bp-chest_ct.jpg,type_1
sub-S04893_ses-E09427_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04893_ses-E09427_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S04893_ses-E09427_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04893_ses-E09427_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04899_ses-E09435_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04899_ses-E09435_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04903_ses-E09443_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04903_ses-E09443_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04903_ses-E09443_run-5_bp-chest_ct.jpg,type_1
sub-S04904_ses-E09444_acq-1_run-4_bp-chest_ct.jpg,type_1
sub-S04904_ses-E09444_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04904_ses-E09444_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04911_ses-E09452_acq-1_run-4_bp-chest_ct.jpg,type_1
sub-S04911_ses-E09452_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04922_ses-E09467_run-3_bp-chest_ct.jpg,type_1
sub-S04922_ses-E10391_run-4_bp-chest_ct.jpg,type_1
sub-S04922_ses-E59427_run-3_bp-chest_ct.jpg,type_1
sub-S04922_ses-E59427_run-11_bp-chest_ct.jpg,type_1
sub-S04922_ses-E59427_run-12_bp-chest_ct.jpg,type_1
sub-S04926_ses-E56383_run-4_bp-chest_ct.jpg,type_1
sub-S04930_ses-E09478_run-1_bp-chest_ct.jpg,type_1
sub-S04930_ses-E11514_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04930_ses-E11514_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04941_ses-E09492_run-1_bp-chest_ct.jpg,type_1
sub-S04948_ses-E10340_acq-2_run-4_bp-chest_ct.jpg,type_1
sub-S04948_ses-E10340_run-1_bp-chest_ct.jpg,type_1
sub-S04955_ses-E13094_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S04955_ses-E13094_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S04955_ses-E13094_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S04955_ses-E13094_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S04960_ses-E09517_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04966_ses-E09524_run-2_bp-chest_ct.jpg,type_1
sub-S04969_ses-E09527_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04969_ses-E09527_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04969_ses-E09527_run-7_bp-chest_ct.jpg,type_1
sub-S04995_ses-E09555_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S04995_ses-E09555_acq-1_run-8_bp-chest_ct.jpg,type_1
sub-S04995_ses-E09555_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S04995_ses-E09555_acq-2_run-8_bp-chest_ct.jpg,type_1
sub-S05012_ses-E09576_run-1_bp-chest_ct.jpg,type_1
sub-S05012_ses-E09576_run-5_bp-chest_ct.jpg,type_1
sub-S05015_ses-E59103_acq-1_run-5_bp-chest_ct.jpg,type_1
sub-S05015_ses-E59103_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S05015_ses-E59103_run-1_bp-chest_ct.jpg,type_1
sub-S05017_ses-E10387_run-1_bp-chest_ct.jpg,type_1
sub-S05017_ses-E10387_run-4_bp-chest_ct.jpg,type_1
sub-S05017_ses-E10387_run-8_bp-chest_ct.jpg,type_1
sub-S05062_ses-E10433_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S05062_ses-E10433_acq-1_run-5_bp-chest_ct.jpg,type_1
sub-S05062_ses-E10433_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S05062_ses-E10433_acq-2_run-5_bp-chest_ct.jpg,type_1
sub-S05068_ses-E09640_run-3_bp-chest_ct.jpg,type_1
sub-S05073_ses-E10442_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S05073_ses-E10442_acq-1_run-8_bp-chest_ct.jpg,type_1
sub-S05073_ses-E10442_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S05073_ses-E10442_acq-2_run-8_bp-chest_ct.jpg,type_1
sub-S05073_ses-E11339_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S05073_ses-E11339_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S05073_ses-E11339_run-8_bp-chest_ct.jpg,type_1
sub-S05087_ses-E58787_run-3_bp-chest_ct.jpg,type_1
sub-S05087_ses-E58787_run-6_bp-chest_ct.jpg,type_1
sub-S05088_ses-E10088_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S05088_ses-E10088_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S05093_ses-E09669_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S05093_ses-E09669_acq-1_run-7_bp-chest_ct.jpg,type_1
sub-S05093_ses-E09669_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S05093_ses-E09669_acq-2_run-7_bp-chest_ct.jpg,type_1
sub-S05094_ses-E09670_run-1_bp-chest_ct.jpg,type_1
sub-S05094_ses-E09670_run-3_bp-chest_ct.jpg,type_1
sub-S05096_ses-E09672_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S05096_ses-E09672_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S05096_ses-E09672_run-7_bp-chest_ct.jpg,type_1
sub-S05107_ses-E09686_run-2_bp-chest_ct.jpg,type_1
sub-S05107_ses-E09734_run-2_bp-chest_ct.jpg,type_1
sub-S05107_ses-E10335_run-2_bp-chest_ct.jpg,type_1
sub-S05107_ses-E10335_run-6_bp-chest_ct.jpg,type_1
sub-S05118_ses-E50765_run-1_bp-chest_ct.jpg,type_1
sub-S05118_ses-E50765_run-5_bp-chest_ct.jpg,type_1
sub-S05127_ses-E09709_run-6_bp-chest_ct.jpg,type_1
sub-S05151_ses-E09745_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S05151_ses-E09745_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S05151_ses-E10339_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S05151_ses-E10339_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S05157_ses-E10249_run-9_bp-chest_ct.jpg,type_1
sub-S05158_ses-E12079_acq-1_run-2_bp-chest_ct.jpg,type_1
sub-S05158_ses-E12079_acq-2_run-2_bp-chest_ct.jpg,type_1
sub-S05158_ses-E12079_run-7_bp-chest_ct.jpg,type_1
sub-S05185_ses-E10030_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S05185_ses-E10030_acq-2_run-1_bp-chest_ct.jpg,type_1
sub-S05190_ses-E09788_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S05190_ses-E09788_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S05190_ses-E13342_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S05190_ses-E13342_acq-2_run-3_bp-chest_ct.jpg,type_1
sub-S05203_ses-E09804_run-2_bp-chest_ct.jpg,type_1
sub-S05203_ses-E09804_run-7_bp-chest_ct.jpg,type_1
sub-S05206_ses-E09807_run-3_bp-chest_ct.jpg,type_1
sub-S05215_ses-E09819_run-3_bp-chest_ct.jpg,type_1
sub-S05217_ses-E09822_acq-1_run-1_bp-chest_ct.jpg,type_1
sub-S05217_ses-E09822_acq-1_run-3_bp-chest_ct.jpg,type_1
sub-S05217_ses-E09822_acq-2_run-1_bp-chest_ct.jpg,type_1
